profileNum,ageEstimate,companyName,connectionsCount,country,endDate,followable,followersCount,genderEstimate,hasPicture,isPremium,posLocation,posTitle,startDate,posDuration
17146.0,39.0,Trustwave,500.0,au,2018-06-01,1.0,589.0,male,MiVoBN199nMK6Ly0ZKfy8p8Do7jBzI5pasf20A27wSw.jpg,0.0,"Brisbane, Australia","Practice Lead, Asia Pacific",2016-09-01,20.961416045504013
17147.0,39.0,Console (formerly IIX Inc.),500.0,au,2016-08-01,1.0,589.0,male,MiVoBN199nMK6Ly0ZKfy8p8Do7jBzI5pasf20A27wSw.jpg,0.0,"Brisbane, Australia","Senior Manager, Software Engineering & Product Security",2015-05-01,15.047536910408837
17149.0,39.0,Red Hat,500.0,au,2014-11-01,1.0,589.0,male,MiVoBN199nMK6Ly0ZKfy8p8Do7jBzI5pasf20A27wSw.jpg,0.0,"Brisbane, Australia","Manager, Security Response",2013-10-01,13.010534097209389
17158.0,39.0,Hewlett Packard Enterprise,255.0,au,2014-02-01,1.0,255.0,female,AAEAAQAAAAAAAA3ZAAAAJGQwMzk5OWE2LTE3M2ItNDJkMS05NmYzLWE1ZjJiMzliM2RkZA.jpg,0.0,Canberra,Data Centre Migration Consultant - Application/Infrastructure,2012-02-01,24.016920265303188
17161.0,39.0,EDS Group,255.0,au,2007-04-01,1.0,255.0,female,AAEAAQAAAAAAAA3ZAAAAJGQwMzk5OWE2LTE3M2ItNDJkMS05NmYzLWE1ZjJiMzliM2RkZA.jpg,0.0,Canberra,Change and  Release Manager,2004-04-01,35.97609807182899
17165.0,26.0,Office of the Auditor General for Western Australia,500.0,au,2018-01-01,1.0,640.0,male,OKz-a5yvz4IpUH4-G57ztpnrvrZfuIpgr8RSkltl5Dg.jpg,0.0,"Perth, Australia","Auditor, Financial Audit",2017-01-01,11.992032690609664
17167.0,26.0,AIESEC Australia,500.0,au,2015-12-01,1.0,640.0,male,OKz-a5yvz4IpUH4-G57ztpnrvrZfuIpgr8RSkltl5Dg.jpg,0.0,"Perth, Australia",Director of Business Development,2014-12-01,11.992032690609664
17168.0,26.0,AIESEC Australia,500.0,au,2015-06-01,1.0,640.0,male,OKz-a5yvz4IpUH4-G57ztpnrvrZfuIpgr8RSkltl5Dg.jpg,0.0,"Perth, Australia",National Sales Manager,2014-07-01,11.006386168093801
17170.0,26.0,AIESEC Australia,500.0,au,2013-11-01,1.0,640.0,male,OKz-a5yvz4IpUH4-G57ztpnrvrZfuIpgr8RSkltl5Dg.jpg,0.0,"Perth, Australia",Human Resource Manager,2013-03-01,8.049446600546213
17173.0,41.0,Georgiadis Lawyers & Solicitors Adelaide,500.0,au,2016-06-01,1.0,615.0,male,mPBeifZ-_lKnqqlaebvPmRKdc5NsBojslj6aUWiIMMs.jpg,0.0,Adelaide CBD,Associate,2013-02-01,39.951539045976304
17174.0,41.0,Owen White & Catlin LLP,500.0,au,2010-01-01,1.0,615.0,male,mPBeifZ-_lKnqqlaebvPmRKdc5NsBojslj6aUWiIMMs.jpg,0.0,"London, United Kingdom",Solicitor,2008-01-01,24.016920265303188
17192.0,35.0,Dentsu Aegis Network,500.0,au,2013-05-01,1.0,899.0,male,OS9mQr67_neGpZHknGIRf_Iv0aIbgodn7OfuSiGQLRs.jpg,0.0,"Sydney, Australia",Digital Media Manager,2012-01-01,15.967473664756977
17198.0,29.0,HSBC,189.0,au,2013-06-01,1.0,189.0,male,XGuXQovhdDFgKwPYzEb1I0lJ9rqyzsHjNJDakcz93Po.jpg,0.0,Vietnam,Relationship Manager Assisstant (Internship),2013-04-01,2.0041479291155877
17204.0,55.0,Teradata,414.0,au,2016-08-01,1.0,415.0,male,Ry6C-2EENeasuh7CGXUc1ZA3Y6VrqisVzmQu7REhHNY.jpg,1.0,"Canberra, Australia",Solutions Consultant,2015-10-01,10.020739645577939
17206.0,55.0,SMS Management & Technology,414.0,au,2014-02-01,1.0,415.0,male,Ry6C-2EENeasuh7CGXUc1ZA3Y6VrqisVzmQu7REhHNY.jpg,1.0,"Canberra, Australia",Principal Consultant,2011-01-01,37.02745436251258
17212.0,44.0,Nokia,500.0,au,2009-07-01,0.0,0.0,male,f0b14793-e74b-4407-94d7-40160ac1c39b-3.jpg,0.0,New Zealand,Regional Manager,2008-03-01,16.000328548840837
17213.0,44.0,O2 (Telefónica UK),500.0,au,2007-12-01,0.0,0.0,male,f0b14793-e74b-4407-94d7-40160ac1c39b-3.jpg,0.0,"Northampton, United Kingdom",Implementation Manager,2003-07-01,53.02778291135341
17215.0,44.0,Vodafone,500.0,au,2001-11-01,0.0,0.0,male,f0b14793-e74b-4407-94d7-40160ac1c39b-3.jpg,0.0,"Newbury, Berkshire",Property Surveyor,1998-08-01,39.03160229162817
17221.0,35.0,Infosys,500.0,au,2010-03-01,1.0,1062.0,male,56rovr2RuAxXayfPKo-9ief3Jvq1sag1s0_RC8Gh-aE.jpg,0.0,"Bengaluru Area, India",Junior Test Engineer,2007-04-01,34.99045154931313
17224.0,31.0,Fitness First Australia,500.0,au,2013-12-01,1.0,685.0,male,Ao8Dgjg5_Qerkb85mZac0XNqPo30Q9UzBz8pZwzpCU8.jpg,0.0,"Melbourne Area, Australia",Senior Receptionist - Member Experience,2012-08-01,16.000328548840837
17225.0,31.0,Philip Morris International,500.0,au,2012-02-01,1.0,685.0,male,Ao8Dgjg5_Qerkb85mZac0XNqPo30Q9UzBz8pZwzpCU8.jpg,0.0,"Melbourne, Australia",Trade Marketing assistant (Internship),2012-01-01,1.0185014065997249
17230.0,53.0,Melbourne Polytechnic,500.0,au,2015-06-01,1.0,1227.0,female,fkyok-pvhWWv4MATCvfQWWnK_0oCp5VGcyPJ0CS4keY.jpg,0.0,"Melbourne, Australia",Director (Deputy Chairman from 2014),2011-10-01,43.992689788291344
17231.0,53.0,Vicinity Centres,500.0,au,2014-10-01,1.0,1227.0,female,fkyok-pvhWWv4MATCvfQWWnK_0oCp5VGcyPJ0CS4keY.jpg,0.0,"Melbourne, Australia","General Manager Community, Safety and Sustainability",2013-03-01,19.022977884556152
17233.0,53.0,Amcor,500.0,au,2006-08-01,1.0,1227.0,female,fkyok-pvhWWv4MATCvfQWWnK_0oCp5VGcyPJ0CS4keY.jpg,0.0,"Melbourne, Australia",Group General Manager Operating Risk and Sustainability,2002-09-01,46.98248423992279
17234.0,53.0,Amcor,500.0,au,2002-09-01,1.0,1227.0,female,fkyok-pvhWWv4MATCvfQWWnK_0oCp5VGcyPJ0CS4keY.jpg,0.0,"Melbourne, Australia",General Manager Workplace Risk Management,2000-02-01,30.982155691081953
17249.0,31.0,National Australia Bank,500.0,au,2016-11-01,1.0,991.0,male,p_8_005_07a_1ac_2edda09.jpg,0.0,"800 Bourke St, Docklands","Business Improvement Analyst, Process Design & Transformation",2016-05-01,6.045298671430625
17251.0,31.0,National Australia Bank,500.0,au,2016-05-01,1.0,991.0,male,p_8_005_07a_1ac_2edda09.jpg,0.0,"Docklands, Victoria, Australia","NAB Graduate Program - Strategy, Business Improvement & Project Delivery",2015-02-01,14.948972258157252
17252.0,31.0,Mondelēz International,500.0,au,2015-07-01,1.0,991.0,male,p_8_005_07a_1ac_2edda09.jpg,0.0,"Kuala Lumpur, Malaysia",HR Intern,2015-07-01,0.0
17254.0,31.0,National Australia Bank,500.0,au,2015-02-01,1.0,991.0,male,p_8_005_07a_1ac_2edda09.jpg,0.0,"700 Bourke St, Docklands VIC 3008",Business Systems Analyst,2014-01-01,13.010534097209389
17255.0,31.0,National Australia Bank,500.0,au,2014-01-01,1.0,991.0,male,p_8_005_07a_1ac_2edda09.jpg,0.0,800 Bourke Street,"Associate, Credit Assessment",2013-03-01,10.0535945296618
17266.0,31.0,Nasdaq,500.0,au,2017-03-01,1.0,516.0,male,ejjE_-dE3PoMIXIwyEVIdhi6ZwwyuCQ-A_4TEY7q9h8.jpg,0.0,sydeny,Senior Software Developer - Contractor,2016-06-01,8.969383354894351
17267.0,31.0,MST Global,500.0,au,2016-06-01,1.0,516.0,male,ejjE_-dE3PoMIXIwyEVIdhi6ZwwyuCQ-A_4TEY7q9h8.jpg,0.0,"Sydney, Australia",Software Engineer,2015-07-01,11.039241052177664
17269.0,31.0,InteRisk,500.0,au,2014-11-01,1.0,516.0,male,ejjE_-dE3PoMIXIwyEVIdhi6ZwwyuCQ-A_4TEY7q9h8.jpg,0.0,"Sydney, Australia",Software Developer,2013-06-01,17.018829955440562
17270.0,31.0,CSIRO,500.0,au,2013-05-01,1.0,516.0,male,ejjE_-dE3PoMIXIwyEVIdhi6ZwwyuCQ-A_4TEY7q9h8.jpg,0.0,"Sydney, Australia",Software Developer - Internship,2013-02-01,2.924084683463726
17275.0,66.0,PwC Australia,456.0,au,2014-10-01,1.0,458.0,male,UqDIpm2eBi9UkGYVfAdRAojXfd6E6HY0B1oAj8AbJds.jpg,1.0,"Sydney, Australia",Principal,2013-03-01,19.022977884556152
17276.0,66.0,PwC's The Asset Partnership,456.0,au,2013-03-01,1.0,458.0,male,UqDIpm2eBi9UkGYVfAdRAojXfd6E6HY0B1oAj8AbJds.jpg,1.0,"Sydney, Australia",Owner,1999-01-01,169.9583153658186
17278.0,66.0,PwC,456.0,au,1999-01-01,1.0,458.0,male,UqDIpm2eBi9UkGYVfAdRAojXfd6E6HY0B1oAj8AbJds.jpg,1.0,"Sydney, Australia",Principal Consultant,1992-11-01,73.98919895685744
17279.0,66.0,Price Waterhouse Management Consultants,456.0,au,1992-10-01,1.0,458.0,male,UqDIpm2eBi9UkGYVfAdRAojXfd6E6HY0B1oAj8AbJds.jpg,1.0,"London, United Kingdom",Senior Consultant,1991-01-01,20.994270929587877
17285.0,41.0,Australian Football League (AFL),500.0,au,2005-04-01,1.0,4327.0,male,IkMsv4HH2VX5d_DbeffpnFa6e8bnQwL8snFPaI-OG7A.jpg,0.0,"Melbourne, Australia",Managing Editor,2002-01-01,38.96589252346044
17287.0,41.0,TNT Magazine,500.0,au,2001-12-01,1.0,4327.0,male,IkMsv4HH2VX5d_DbeffpnFa6e8bnQwL8snFPaI-OG7A.jpg,0.0,"London, United Kingdom","Editor (SX), London",1999-01-01,34.99045154931313
17288.0,41.0,News Corp,500.0,au,1999-12-01,1.0,4327.0,male,IkMsv4HH2VX5d_DbeffpnFa6e8bnQwL8snFPaI-OG7A.jpg,0.0,"London, United Kingdom",Journalist,1997-01-01,34.95759666522927
17290.0,36.0,CPB Contractors,500.0,au,2015-12-01,1.0,638.0,male,spXQKD7vQTS0w9CLeKVHoFYR9qnb9S_Jq5jTA0thJv0.jpg,1.0,"Brisbane, Australia",Project Engineer - Signals & OHLE,2014-08-01,16.000328548840837
17299.0,39.0,Ashurst,216.0,au,2013-05-01,1.0,219.0,male,tuKQctlqNVq-fGQmx449upTPgpMTWQ-3I9OBTHtntUc.jpg,0.0,"Sydney, Australia",Senior Associate,2004-02-01,110.95094355120229
17300.0,39.0,Blake Dawson,216.0,au,2003-12-01,1.0,219.0,male,tuKQctlqNVq-fGQmx449upTPgpMTWQ-3I9OBTHtntUc.jpg,0.0,"Sydney, Australia",Paralegal,2003-02-01,9.955029877410214
17302.0,39.0,Doyles Construction Lawyers,216.0,au,2002-11-01,1.0,219.0,male,tuKQctlqNVq-fGQmx449upTPgpMTWQ-3I9OBTHtntUc.jpg,0.0,"Sydney, Australia",Paralegal,2002-03-01,8.049446600546213
17303.0,42.0,Thirteen Management,500.0,au,2017-01-01,1.0,1610.0,male,nbwNw7X73O2_VPA3uMr-Yrj2SmqPa4t6dWUgVIXl6F8.jpg,0.0,"Melbourne, Australia",Director,2015-01-01,24.016920265303188
17312.0,48.0,Capital Insight Pty Limited,109.0,au,2012-02-01,1.0,108.0,male,IGZkVfAepuAaAhgqB5eSQUQNMbsjVTnuXaheGFn_jTE.jpg,0.0,Gold Coast,Senior Project Manager,2007-04-01,58.05458017618432
17315.0,38.0,FB Rice,385.0,au,2018-01-01,1.0,386.0,female,DBtPOeWZ2iVw9eb9MpUebj_MrAKeNo6P5klN5ju4t8I.jpg,0.0,"Melbourne, Australia",Patent Attorney,2016-01-01,24.016920265303188
17317.0,38.0,Peter MacCallum Cancer Centre,385.0,au,2013-07-01,1.0,386.0,female,DBtPOeWZ2iVw9eb9MpUebj_MrAKeNo6P5klN5ju4t8I.jpg,0.0,"Melbourne, Australia",Post-doctoral Scientist,2008-09-01,57.95601552393273
17326.0,36.0,BBVA,500.0,au,2015-04-01,0.0,6149.0,male,svM7DEI4_017bwppq6v_PMPn9n2oE6bEZbih1idOC3Q.jpg,0.0,"Madrid Area, Spain",Enterprise Agile Coach,2014-09-01,6.965235425778763
17327.0,36.0,Valueinnova LLC,500.0,au,2014-09-01,0.0,6149.0,male,svM7DEI4_017bwppq6v_PMPn9n2oE6bEZbih1idOC3Q.jpg,0.0,"Toronto, Canada Area",Principal Consultant & Lean Agile Trainer,2013-10-01,11.006386168093801
17329.0,36.0,CysNET Software,500.0,au,2014-09-01,0.0,6149.0,male,svM7DEI4_017bwppq6v_PMPn9n2oE6bEZbih1idOC3Q.jpg,0.0,"Toronto, Canada Area",Americas Manager,2013-10-01,11.006386168093801
17330.0,36.0,Tracasa,500.0,au,2013-01-01,0.0,6149.0,male,svM7DEI4_017bwppq6v_PMPn9n2oE6bEZbih1idOC3Q.jpg,0.0,"Pamplona, Spain",Scrum Master,2009-04-01,45.04404607897493
17332.0,36.0,Donewtech Solutions S.L.,500.0,au,2008-12-01,0.0,6149.0,male,svM7DEI4_017bwppq6v_PMPn9n2oE6bEZbih1idOC3Q.jpg,0.0,"San Sebastián - Donostia, Spain",Software Developer,2007-01-01,22.998418858703463
17339.0,26.0,David Jones,234.0,au,2012-12-01,1.0,232.0,female,eNQ_Li4Aguij0mOaBKSKPy3cNxtWzz6g2bcz6RrBmyg.jpg,0.0,"Bourke Street, Melbourne",Information Assistant,2012-11-01,0.9856465225158627
17341.0,26.0,Clean Energy Finance Corporation,500.0,au,2017-09-01,1.0,575.0,male,bKdP_G0XwTLknddG3AnyB7F1PUkEnXMhyBndYvsCLUs.jpg,0.0,"Sydney, Australia",Graduate (Investment Research),2017-05-01,4.041150742315037
17342.0,26.0,Department of the Environment and Energy,500.0,au,2018-06-01,1.0,575.0,male,bKdP_G0XwTLknddG3AnyB7F1PUkEnXMhyBndYvsCLUs.jpg,0.0,"Canberra, Australia",Energy Policy Graduate,2017-02-01,15.934618780673114
17344.0,26.0,PwC,500.0,au,2015-02-01,1.0,575.0,male,bKdP_G0XwTLknddG3AnyB7F1PUkEnXMhyBndYvsCLUs.jpg,0.0,Hong Kong,Assurance Intern,2014-12-01,2.0370028131994498
17345.0,26.0,Kingsford Legal Centre,500.0,au,2014-09-01,1.0,575.0,male,bKdP_G0XwTLknddG3AnyB7F1PUkEnXMhyBndYvsCLUs.jpg,0.0,"Sydney, Australia",Legal Assistant,2014-09-01,0.0
17377.0,26.0,Rio Tinto,355.0,au,2016-04-01,1.0,358.0,male,wDD5re2LsuE83wX32NsfMZVjGACJNysdbC2mcGD8-jM.jpg,0.0,"Kitimat Aluminium Smelter, Kitimat, British Columbia, Canada",Engineering Project Manager,2015-07-01,9.035093123062076
17378.0,26.0,BHP,355.0,au,2014-09-01,1.0,358.0,male,wDD5re2LsuE83wX32NsfMZVjGACJNysdbC2mcGD8-jM.jpg,0.0,"Yandi Mine Site, Pilbara, Western Australia",Project Engineer,2011-11-01,34.004805026797264
17380.0,26.0,WorleyParsons,355.0,au,2010-11-01,1.0,358.0,male,wDD5re2LsuE83wX32NsfMZVjGACJNysdbC2mcGD8-jM.jpg,0.0,"Melbourne, Victoria",Civil / Structural Design Engineer,2008-02-01,32.98630362019754
17381.0,26.0,Yarra Valley Water,355.0,au,2007-12-01,1.0,358.0,male,wDD5re2LsuE83wX32NsfMZVjGACJNysdbC2mcGD8-jM.jpg,0.0,"Melbourne, Australia",Undergraduate Engineer,2006-12-01,11.992032690609664
17404.0,32.0,Honner,500.0,au,2016-12-01,1.0,948.0,female,C977IZaQYJY6h1RY7lH5di5EF1xQwvXlngTpkpQ3qVc.jpg,0.0,"Sydney, Australia",Senior Account Executive,2016-01-01,11.006386168093801
17405.0,32.0,Phillips Group,500.0,au,2015-12-01,1.0,948.0,female,C977IZaQYJY6h1RY7lH5di5EF1xQwvXlngTpkpQ3qVc.jpg,0.0,"Brisbane, Australia",Consultant,2014-01-01,22.965563974619602
17407.0,32.0,Cole Lawson Communications,500.0,au,2013-05-01,1.0,948.0,female,C977IZaQYJY6h1RY7lH5di5EF1xQwvXlngTpkpQ3qVc.jpg,0.0,"Brisbane, Australia",Intern,2013-04-01,0.9856465225158627
17408.0,32.0,BBS Communications Group,500.0,au,2013-02-01,1.0,948.0,female,C977IZaQYJY6h1RY7lH5di5EF1xQwvXlngTpkpQ3qVc.jpg,0.0,"Brisbane, Australia",Intern,2012-11-01,3.0226493357153124
17410.0,32.0,Phillips Group,500.0,au,2013-12-01,1.0,948.0,female,C977IZaQYJY6h1RY7lH5di5EF1xQwvXlngTpkpQ3qVc.jpg,0.0,"Brisbane, Australia",Intern,2013-08-01,4.008295858231175
17411.0,32.0,Sodexo,500.0,au,2018-01-01,1.0,730.0,male,p_8_005_048_2c6_20e14dc.jpg,0.0,"Melbourne, Australia",HVAC/R & Essential Services Manager,2017-06-01,7.030945193946487
17413.0,32.0,Coca-Cola Amatil,500.0,au,2014-09-01,1.0,730.0,male,p_8_005_048_2c6_20e14dc.jpg,0.0,Moorabbin,Service Manager - Field Service West,2009-06-01,63.01566767284749
17416.0,42.0,Westpac Group,500.0,au,2015-08-01,1.0,637.0,female,zdnNYdcJnMavkvXnCw0LHXB6VJLpmc5XGghh8jTtZvQ.jpg,1.0,Sydney,Change Manager,2013-08-01,23.984065381219327
17417.0,42.0,PA Consulting,500.0,au,2013-06-01,1.0,637.0,female,zdnNYdcJnMavkvXnCw0LHXB6VJLpmc5XGghh8jTtZvQ.jpg,1.0,Abu Dhabi,Principal Consultant,2012-11-01,6.965235425778763
17440.0,53.0,Zora Artis Consulting,500.0,au,2017-02-01,1.0,2882.0,female,edppPJzhpAtkj7oKTMv9ZF1--d-RbDHSfUc6URvM14I.jpg,1.0,"Melbourne, Australia",Principal & Managing Director,2011-09-01,65.05267048604694
17441.0,53.0,IABC,500.0,au,2016-02-01,1.0,2882.0,female,edppPJzhpAtkj7oKTMv9ZF1--d-RbDHSfUc6URvM14I.jpg,1.0,"Melbourne, Australia",IABC Victoria Board Past President,2015-02-01,11.992032690609664
17443.0,53.0,TWCF,500.0,au,2014-04-01,1.0,2882.0,female,edppPJzhpAtkj7oKTMv9ZF1--d-RbDHSfUc6URvM14I.jpg,1.0,"Melbourne, Australia",Board Director & Chair of Marketing Committee,2013-03-01,13.010534097209389
17444.0,53.0,OBM Advertising,500.0,au,2011-08-01,1.0,2882.0,female,edppPJzhpAtkj7oKTMv9ZF1--d-RbDHSfUc6URvM14I.jpg,1.0,"Melbourne, Australia",Strategy Director,2007-02-01,53.947719665701555
17446.0,53.0,Linc,500.0,au,2006-01-01,1.0,2882.0,female,edppPJzhpAtkj7oKTMv9ZF1--d-RbDHSfUc6URvM14I.jpg,1.0,"Melbourne, Australia",Group Account Director,2004-01-01,24.016920265303188
17447.0,53.0,Tourism New South Wales,500.0,au,1998-12-01,1.0,2882.0,female,edppPJzhpAtkj7oKTMv9ZF1--d-RbDHSfUc6URvM14I.jpg,1.0,"Melbourne, Australia","Regional Manager, Vic & Tas",1990-01-01,106.97550257705497
17452.0,39.0,Synergetic Services Limited,460.0,au,2012-04-01,1.0,462.0,male,FH2EHfLJQfIwoG41Buwtnegx3eJ_6gl3bkfYgPwrJvA.jpg,0.0,"Newcastle, Australia",Co-Founder & Technical Director,2007-02-01,61.964311382163906
17455.0,27.0,Access Macquarie Ltd,500.0,au,2016-01-01,1.0,541.0,male,HpG5szHiJoqae2nmQUQxv7GDzDbGqFQBgXEIYB_1OtA.jpg,0.0,Macquarie University,Student Assistant,2013-06-01,31.015010575165814
17458.0,27.0,AIESEC Australia,500.0,au,2014-06-01,1.0,541.0,male,HpG5szHiJoqae2nmQUQxv7GDzDbGqFQBgXEIYB_1OtA.jpg,0.0,"Sydney, Australia",National Manager of Finance and Governance,2013-07-01,11.006386168093801
17462.0,27.0,Macquarie University,500.0,au,2013-06-01,1.0,541.0,male,HpG5szHiJoqae2nmQUQxv7GDzDbGqFQBgXEIYB_1OtA.jpg,0.0,Macquarie University,Mentor,2012-11-01,6.965235425778763
17491.0,30.0,RMIT University,500.0,au,2014-01-01,1.0,9134.0,male,dkDEOPoKOFXKCxsWgZoI1dOcwVBwvkkWIVF1rSxoRNE.jpg,0.0,RMIT university city campus,Chief Electrical Engineer,2013-01-01,11.992032690609664
17503.0,40.0,Ingenysys,500.0,au,2017-04-01,1.0,978.0,male,tQykl6tHUSnt5Xrjqv5uKQWw7wC1Pj13GybnkdDlzUI.jpg,0.0,"Gold Coast, Australia",Software Developer,2016-09-01,6.965235425778763
17504.0,40.0,Bond University,500.0,au,2016-09-01,1.0,978.0,male,tQykl6tHUSnt5Xrjqv5uKQWw7wC1Pj13GybnkdDlzUI.jpg,0.0,"Gold Coast, Australia",Senior Web Developer,2014-06-01,27.039569601018503
17506.0,40.0,R&B Creative,500.0,au,2013-05-01,1.0,978.0,male,tQykl6tHUSnt5Xrjqv5uKQWw7wC1Pj13GybnkdDlzUI.jpg,0.0,"Gold Coast, Australia",Senior PHP Developer,2012-07-01,9.987884761494076
17507.0,40.0,iVvy Pty Ltd,500.0,au,2012-07-01,1.0,978.0,male,tQykl6tHUSnt5Xrjqv5uKQWw7wC1Pj13GybnkdDlzUI.jpg,0.0,"Gold Coast, Australia",Senior Developer,2011-06-01,13.010534097209389
17509.0,40.0,Australia Go Pty Ltd,500.0,au,2008-12-01,1.0,978.0,male,tQykl6tHUSnt5Xrjqv5uKQWw7wC1Pj13GybnkdDlzUI.jpg,0.0,"Gold Coast, Australia",PHP Developer,2007-01-01,22.998418858703463
17510.0,40.0,Jupiter - Systems & Solutions,500.0,au,2006-12-01,1.0,978.0,male,tQykl6tHUSnt5Xrjqv5uKQWw7wC1Pj13GybnkdDlzUI.jpg,0.0,"Luanda, Angola",Oracle Developer/Team Leader,2003-11-01,36.99459947842872
17521.0,47.0,HotHouse,311.0,au,2014-12-01,1.0,311.0,male,pFC_XDpMBYhiSqVl53ioFzLH41jq7Q02xnEO5amLMKI.jpg,0.0,"St Leonards, NSW, Australia",Enterprise Architect,2014-05-01,7.030945193946487
17531.0,35.0,Symantec,486.0,au,2008-06-01,1.0,486.0,male,hRoyDwPWmGZ2Deg9LcYrWonEJLixE3WHN-DFmiwHjMo.jpg,0.0,North Sydney,Enterprise Vault Support,2008-04-01,2.0041479291155877
17545.0,44.0,TruBlu Travelling,500.0,au,2016-10-01,1.0,2450.0,female,MgwQVO1kZLCuWefaLqIMpttdMtkfacawyi1yOC-gTyg.jpg,0.0,"Sydney, Australia",Operations Management and Major Accounts Support,2013-12-01,34.004805026797264
17549.0,44.0,Sydney Hills Business Chamber,500.0,au,2012-10-01,1.0,2450.0,female,MgwQVO1kZLCuWefaLqIMpttdMtkfacawyi1yOC-gTyg.jpg,0.0,"Sydney Area, Australia | Norwest Business Park",Deputy Chair | Operations and Partnerships,2010-03-01,31.047865459249678
17557.0,25.0,News Corp Australia,500.0,au,2016-07-01,1.0,1822.0,female,1sbQkDKnlK1u1nKBd3qgsCIM9QnW5wRRx2HeOlNEcPY.jpg,0.0,"Sydney, Australia",Head of Data Analytics and Audience (Data | Platforms | Analytics | Insights|Optimisation),2013-10-01,32.98630362019754
17558.0,25.0,Telstra,500.0,au,2013-09-01,1.0,1822.0,female,1sbQkDKnlK1u1nKBd3qgsCIM9QnW5wRRx2HeOlNEcPY.jpg,0.0,"Sydney, Australia","Digital Media Architect Manager - Mobile, Online & IPTV/ Pay TV",2011-08-01,25.035421671902913
17572.0,34.0,Acumen Finance,500.0,au,2017-09-01,1.0,1371.0,female,zWU-FG2i_dTXMuOd5KXXM6AjWU_RgRpM3mUFKCPGmKA.jpg,0.0,"Melbourne, Australia",Lead Technology Consultant,2015-10-01,23.031273742787327
17573.0,34.0,Nehemiah Consulting Pty Ltd,500.0,au,2018-02-01,1.0,1371.0,female,zWU-FG2i_dTXMuOd5KXXM6AjWU_RgRpM3mUFKCPGmKA.jpg,0.0,"Melbourne, Australia",CRM Consultant,2015-02-01,36.008952955912854
17575.0,34.0,Real Wealth Australia,500.0,au,2013-10-01,1.0,1371.0,female,zWU-FG2i_dTXMuOd5KXXM6AjWU_RgRpM3mUFKCPGmKA.jpg,0.0,"Melbourne, Australia",IT Systems Analyst,2011-11-01,22.998418858703463
17576.0,34.0,Bank of America,500.0,au,2011-05-01,1.0,1371.0,female,zWU-FG2i_dTXMuOd5KXXM6AjWU_RgRpM3mUFKCPGmKA.jpg,0.0,"Chennai Area, India",Systems Engineer - Contractor,2009-09-01,19.94291463890429
17581.0,33.0,Deakin University,500.0,au,2016-01-01,1.0,2988.0,female,AAEAAQAAAAAAAAJ5AAAAJDA4MThhOGFjLTE5NjMtNDMzZi1hODVlLTMxZjI0YTMzNzViZQ.jpg,0.0,"Victoria, Australia",Lecturer in Criminology,2012-03-01,46.029692601490794
17582.0,33.0,Monash University,500.0,au,2012-03-01,1.0,2988.0,female,AAEAAQAAAAAAAAJ5AAAAJDA4MThhOGFjLTE5NjMtNDMzZi1hODVlLTMxZjI0YTMzNzViZQ.jpg,0.0,"Victoria, Australia",Associate Lecturer in Criminology,2011-07-01,8.01659171646235
17587.0,31.0,Wenona School,500.0,au,2016-01-01,1.0,1792.0,female,AAEAAQAAAAAAAANIAAAAJDQzOTgzZTIzLTM3NzItNDQxMi05NzFhLWUwYzY5M2NlZWM0Mg.jpg,0.0,"Teacher of Stage 2 & 3, Coordinator of Woodstock K-2",Teacher & Coordinator,2013-01-01,35.97609807182899
17588.0,31.0,San Domenico School,500.0,au,2010-12-01,1.0,1792.0,female,AAEAAQAAAAAAAANIAAAAJDQzOTgzZTIzLTM3NzItNDQxMi05NzFhLWUwYzY5M2NlZWM0Mg.jpg,0.0,San Anselmo,Teacher,2007-01-01,46.98248423992279
17641.0,44.0,"Department of Natural Resources, Mines and Energy (Queensland)",500.0,au,2006-09-01,1.0,4809.0,male,AAEAAQAAAAAAAA2KAAAAJDRmNzRlMWU1LWVkMDQtNDk5OC1hNDU5LTY1MmU1NDE5NWY0NQ.jpg,0.0,"Queensland, Australia",Senior GIS Analyst Programmer,2006-01-01,7.983736832378488
17651.0,33.0,"Department of Justice and Regulation, Victoria, Australia",500.0,au,2008-08-01,1.0,647.0,female,AtWtg7AeHqx6zPdri8i55rp7USJBXr07EWXuxPqMyYs.jpg,0.0,"Melbourne, Australia",Communications Adviser - Consumer Affairs Victoria,2007-11-01,9.002238238978213
17653.0,33.0,ANZ,500.0,au,2005-06-01,1.0,647.0,female,AtWtg7AeHqx6zPdri8i55rp7USJBXr07EWXuxPqMyYs.jpg,0.0,"Melbourne, Australia",Project Manager - Breakout & Cultural Transformation,2004-05-01,13.010534097209389
17659.0,44.0,Objective Corporation,500.0,au,2017-11-01,1.0,1688.0,male,vOqu_oVbbqBEuchPx8xBgSVkHx6gcZIMwE6LOXnyojg.jpg,1.0,"Canberra, Australian Capital Territory, Australia",Project Manager,2016-06-01,17.018829955440562
17660.0,44.0,Department of Social Services (DSS),500.0,au,2013-10-01,1.0,1688.0,male,vOqu_oVbbqBEuchPx8xBgSVkHx6gcZIMwE6LOXnyojg.jpg,1.0,"Canberra, Australia",Project Manager,2012-12-01,9.987884761494076
