advertisement.publication_date,advertisement.complete,advertiser.name,enslaved_person.gender,enslaved_person_languages.does_speak,enslaver.fullname,enslaver.gender,enslaver.type,newspaper.name,runaway.ran_before,runaway.profess_freedom,runaway_enslavers.enslaver_status,runaway_reward.amount,newspaper_location.city,newspaper_location.state,enslaver_location.city,enslaver_location.state,advertisement.id,advertiser.id,newspaper.id,newspaper_location.id,runaway_event.id,runaway.id,enslaved_person.id,enslaved_person_languages.id,runaway_enslavers.id,enslaver.id,enslaver_location.id,runaway_reward.id
1854-09-13,false,"",MALE,"","","","",The Daily Picayune,"","","",10,New Orleans,US-LA,"","",17614d5e-cc9e-4f74-b917-cf60c9b95c61,"",c5993adc-4bee-4c12-a104-9bf7119308af,026f5472-34b7-4c69-aff8-9ae5cd62e07a,5c75f935-efa1-44b4-8705-7ccc9de00da9,2fd3af58-3a3c-4418-a9bc-536e10e6decc,be220c86-4aff-404c-a527-5d617a4320d5,"","","","",6e44c8a1-0b3f-49a7-8366-78280a119f46
1861-07-30,false,"","","","","","",Mobile Commercial Register,"","","","",Mobile,US-AL,"","",176194e8-5688-4d32-a803-336d7a201923,"",b50356a8-6e0c-4638-a0e7-550422679088,06634f71-ced3-4e24-a2f9-bb75a0739262,6436ea3e-0ee0-43f5-aa77-d0cc6514ae9a,40301c81-362c-47d6-945a-dca98fa71483,3274a59f-d03c-4cb4-9493-73600c6f0e5d,"","","","",""
1848-05-17,false,"","","","","","",Weekly Standard,"","","","",Raleigh,US-NC,"","",1765a3b9-2ab1-4894-a8aa-243d897dff10,"",dc738fca-76bd-432c-93ea-a04d200d948d,d2d21cf6-f1e4-4bd0-aedb-3ba44b04aa5a,"","","","","","","",""
1815-09-08,false,"","","","","","",Raleigh Register And North Carolina Weekly Advertiser,"","","","",Raleigh,US-NC,"","",176879ce-eef8-441b-8b65-d7d99ac856e0,"",86ca4183-e5a7-41af-ba34-20ecb088ebbd,d2d21cf6-f1e4-4bd0-aedb-3ba44b04aa5a,"","","","","","","",""
1860-08-02,false,"","","","","","",Wilmington Journal,"","","","",Wilmington,US-NC,"","",1769a94e-09aa-48e0-abfb-bc943b73776e,"",7ebfeabb-d760-47b2-b2de-62ab295d1fad,7797117f-9db2-48a0-b76e-05b59e0303a8,"","","","","","","",""
1839-09-10,false,Noah Warlick,MALE,"",William Gilder,MALE,current,Milledgeville Federal Union,true,"","","",Milledgeville,US-GA,"",US-AL,176d14c3-a9d0-48fd-a34b-38e582435cc5,f26812f9-ba12-4e32-aee9-5408b142c33e,2b017d87-53a2-43b3-b27d-bbc507ea340b,507b5968-86b7-476e-a83d-a4307622ed57,d77c06a2-4781-47e2-a24d-d29a26d1bd58,dcc88a5f-ffc1-4c27-b5ba-589f1521fe47,45199264-9268-4ceb-bc0a-8a53fb04fddb,"",bdef0b01-f5e4-4ba2-8dd7-d1cb62d64856,ad0172d3-7495-4e25-b708-ec5fc0a9248d,ba65a330-bc7e-4e39-a75d-bef597dd4486,""
1839-09-10,false,Noah Warlick,MALE,"",Noah Warlick,MALE,NOT_PROVIDED,Milledgeville Federal Union,true,"","","",Milledgeville,US-GA,LaGrange,US-GA,176d14c3-a9d0-48fd-a34b-38e582435cc5,f26812f9-ba12-4e32-aee9-5408b142c33e,2b017d87-53a2-43b3-b27d-bbc507ea340b,507b5968-86b7-476e-a83d-a4307622ed57,d77c06a2-4781-47e2-a24d-d29a26d1bd58,dcc88a5f-ffc1-4c27-b5ba-589f1521fe47,45199264-9268-4ceb-bc0a-8a53fb04fddb,"",043543d8-f65a-45e9-a0cf-e94f75fdba2c,dcf025ae-7bf6-44f9-a0a3-881cf5e9fca9,298141fa-11c1-463d-98f4-338021bf182b,""
1862-09-18,false,"",MALE,"",Alfred,MALE,NOT_PROVIDED,Wilmington Journal,"","","",25,Wilmington,US-NC,"","",1772c739-67f2-453f-aed2-6ca95b4108b4,"",7ebfeabb-d760-47b2-b2de-62ab295d1fad,7797117f-9db2-48a0-b76e-05b59e0303a8,b1de635b-5e5b-4432-bab5-d5b315e3d214,f3939d86-0f43-40dc-937e-a491f785b84f,a45ee8d5-79b1-45b7-b893-79ca5ea5204e,"",3ababf3f-8801-4856-9f5e-831cb6f068a8,27142110-8860-4882-aae3-f5956b353935,"",e25d7fe5-649f-4c1a-85ca-38434ab9ba5f
1828-08-20,false,S. Meilleur,MALE,"",Mr. Minisse,MALE,NOT_PROVIDED,New-Orleans Argus,"","","",10,New Orleans,US-LA,"",US-MS,177486e6-6f74-4611-97b6-52c969c3b318,a701a16d-6e5b-4adf-9beb-be6241bb0fab,829b9331-eb8b-4fc6-bc7a-f7830e04547e,026f5472-34b7-4c69-aff8-9ae5cd62e07a,d7cee05e-9885-4b18-bbec-38ad3d5cbc56,28113b5d-cef1-44b8-95a2-00e58c877153,567c7d9f-9fc4-421f-b3c0-fbecd272651c,"",9e0acb57-0525-4649-b45b-341d514d7505,e45f5f9c-cb32-40db-b60b-a213262a2ee1,a6273451-57b7-4f70-8227-c2be7cd6bc31,06adbe42-e204-413b-a817-fdffd30ace22
1835-07-02,false,"",MALE,"","","","",Charleston Mercury,"","","",20,Charleston,US-SC,"","",1774ab23-8b4f-4bc5-a700-68c76b79d055,"",12d38785-dfdf-4dbc-a9c6-3ccb0e8d6448,0afd2704-9c29-4f31-9ffe-3627c61e7958,16b90cff-9f34-423d-beb2-c9bf2194f50b,b2d71ae3-79aa-4838-a106-6b70c709d6ae,e7e0cf15-add0-4aa4-85ab-19b2a32a470a,"","","","",623d3c73-cf32-4737-8038-efefdb685f9f
1795-07-11,false,"",MALE,true,"","","",The City Gazette,"",true,"",50,Charleston,US-SC,"","",1779e4af-2884-45ff-813b-399d04467f26,"",53539e1d-f8ff-4585-85f8-eadc70b23fae,105caeb1-110e-4a46-a7e0-c1d7832a4c17,0734a6ef-70a3-4c45-9dd2-2d7b46ddc4f5,a3efcda0-b40e-4d33-996a-771d77f777d2,e43c4ca6-0870-405b-a82f-5f5d39dfe2e6,5fc4693f-a99e-4438-a348-0b263ed2384b,"","","",244c2f38-70b6-4efb-865c-3d9f9efdeaa8
1840-02-01,false,"",MALE,"",Daniel Terry,MALE,alleged,The Daily Picayune,"","","","",New Orleans,US-LA,Stewart County,US-TN,177c8746-3cc7-4655-b41c-a3c786f4b9bd,"",c5993adc-4bee-4c12-a104-9bf7119308af,026f5472-34b7-4c69-aff8-9ae5cd62e07a,f00c3790-7071-45cc-90fe-07ef442f1b96,8a7adb5b-225e-4837-abae-d417f7480d25,0cd9d619-ec83-4b05-a4aa-c38d92fff2e6,"",26530935-2f18-42ba-a9a1-f52f0e4f64b5,3758582f-b102-44e1-af94-8aeca5f222b3,442596ae-97ad-4814-a015-818bf9f16904,""
1822-04-08,false,"","","","","","",Charleston Courier,"","","","",Charleston,US-SC,"","",177eff22-6a8f-47cd-82e6-56992e9f1b39,"",1670a650-34d3-4785-8124-0977677c6682,014eaf12-f807-4bd6-aa77-2e8885534580,"","","","","","","",""
1854-06-04,false,"",MALE,"",Morgan McAfee,MALE,current,The Daily Picayune,"","","",200,New Orleans,US-LA,Huntsville,US-AL,17822afd-8c33-4d2a-963d-6d7c17eaa237,"",c5993adc-4bee-4c12-a104-9bf7119308af,026f5472-34b7-4c69-aff8-9ae5cd62e07a,c8e4c35d-0225-4d85-8895-3b6f461dff54,8dc95e95-d07d-4ad0-bb85-7391463994a0,7daf4612-94c5-4211-b07f-68a124aeb298,"",9bc2795e-b5af-4323-bbaa-cf35f287d917,7681df75-a63d-4179-99e9-1e9560d6a72d,f8a3106f-4547-4d56-95da-8d162eb66226,593cb4fe-ef3d-41a2-98a0-b38a40e9e182
1791-03-12,false,"","","","","","",The City Gazette,"","","","",Charleston,US-SC,"","",178276a4-2e20-4b35-9419-874df1d39014,"",53539e1d-f8ff-4585-85f8-eadc70b23fae,105caeb1-110e-4a46-a7e0-c1d7832a4c17,"","","","","","","",""
1828-04-16,false,"",FEMALE,"",Francoise Montamat,FEMALE,current,New-Orleans Argus,"","","","",New Orleans,US-LA,New Orleans,US-LA,1782f4dd-e4bf-401e-add5-03fb332e5e24,"",829b9331-eb8b-4fc6-bc7a-f7830e04547e,026f5472-34b7-4c69-aff8-9ae5cd62e07a,ba18d39f-4e67-427a-b039-100d0d7199b0,4c42d93e-bec7-4c13-9d73-d5d30599966b,a82a4ed5-bf39-4567-9e15-4ef512a19caa,"",f52015cd-0be0-406f-bc2c-58b29d7fdf2a,d40e737c-6e35-4a9b-9fbf-9ff862abe27a,0dbfc2f6-255b-4d67-a52e-d2eb430350b5,""
1795-08-18,false,"",FEMALE,"",J Flint,MALE,NOT_PROVIDED,The City Gazette,"","","",40,Charleston,US-SC,"","",17832010-5be8-42b2-9037-08998f97601d,"",53539e1d-f8ff-4585-85f8-eadc70b23fae,105caeb1-110e-4a46-a7e0-c1d7832a4c17,29ce6a57-ef23-43c9-be5c-26f863596d4c,e2866c22-07bf-4932-be33-b04f385efe6f,02bf1922-f347-4c6a-b327-b9225bf110b8,"",b213e434-8db3-4836-a312-6eeb18a1bfde,1fa606c0-cca6-4a45-90f4-301e27aec48f,"",6a2f7478-b423-4918-8e63-2beece5f3f0e
1795-08-18,false,"",FEMALE,"",J Flint,MALE,NOT_PROVIDED,The City Gazette,"","","",20,Charleston,US-SC,"","",17832010-5be8-42b2-9037-08998f97601d,"",53539e1d-f8ff-4585-85f8-eadc70b23fae,105caeb1-110e-4a46-a7e0-c1d7832a4c17,29ce6a57-ef23-43c9-be5c-26f863596d4c,e2866c22-07bf-4932-be33-b04f385efe6f,02bf1922-f347-4c6a-b327-b9225bf110b8,"",b213e434-8db3-4836-a312-6eeb18a1bfde,1fa606c0-cca6-4a45-90f4-301e27aec48f,"",fa05c97c-da09-4790-a33a-6c7609efd385
1828-07-01,false,"","","","","","",New-Orleans Argus,"","","","",New Orleans,US-LA,"","",17854f13-a9da-4d3f-930f-d9985d62fc6f,"",829b9331-eb8b-4fc6-bc7a-f7830e04547e,026f5472-34b7-4c69-aff8-9ae5cd62e07a,"","","","","","","",""
1825-07-12,false,"","","","","","",Huntsville Weekly Democrat,"","","","",Huntsville,US-AL,"","",178a15f9-74e4-46e6-9e7e-ea946c281810,"",842b7632-f3fa-49a6-b018-b6800363bdc6,0e181785-c1b1-4a63-bf24-a6607fe9d893,"","","","","","","",""
1825-05-24,false,M. Ware,MALE,"",Bennet Bowen,MALE,current,Mobile Commercial Register,"","","","",Mobile,US-AL,White Sand Creek,US-MS,178b9b9e-a5f3-4e58-a0c2-b9586e1ecd3b,8cbc4556-1aa6-489f-9703-e2578ebbc655,b50356a8-6e0c-4638-a0e7-550422679088,06634f71-ced3-4e24-a2f9-bb75a0739262,5e442f0b-9c1a-4cc0-b5cf-58e96c836091,47d72149-2c5f-40f1-9d09-d5d386f28478,fd183bb7-d9dc-4972-ba8b-4965c89cd261,"",22fd286b-e403-424d-bf6a-114625375735,3b58daef-441f-4126-9ba1-36c181a4bb4c,f619a5a7-8930-411f-a0ef-6ddac910eb30,""
1797-07-21,false,"","","","","","",The City Gazette,"","","","",Charleston,US-SC,"","",17947765-7a0f-47bc-bc12-0f6972d01af6,"",53539e1d-f8ff-4585-85f8-eadc70b23fae,105caeb1-110e-4a46-a7e0-c1d7832a4c17,fcce4aef-b325-44ab-9e79-55504ec3cdd4,"","","","","","",""
1847-07-20,false,"","","","","","",Tri-weekly Commercial,"","","","",Wilmington,US-NC,"","",1795d1ab-0db6-413f-9c2b-f62c0733016e,"",2e22b6ed-139a-4520-9296-46cb4c9d6677,7797117f-9db2-48a0-b76e-05b59e0303a8,"","","","","","","",""
1854-07-06,false,"","","","","","",Carolina Watchman,"","","","",Salisbury,US-NC,"","",1796e36a-035c-41c5-b022-8e7672082d85,"",53e4dd53-e243-480b-a0dd-899153e6242b,1ed349d8-54a9-480d-ab87-d11ac3fd32f6,"","","","","","","",""
1863-02-16,false,"","","","","","",Daily Progress,"","","","",Raleigh,US-NC,"","",179fef1a-9170-43d2-a6c8-b23e5ab6e89b,"",2bade7d1-8aa9-4d47-8b6c-46d855442c2a,d2d21cf6-f1e4-4bd0-aedb-3ba44b04aa5a,"","","","","","","",""
1845-04-01,false,O. H. P. BONNER,MALE,"",O. H. P. BONNER.,MALE,alleged,Milledgeville Federal Union,"","","",20,Milledgeville,US-GA,Milledgeville,US-GA,17a2bde7-44bd-4a0b-bc81-75785f90d3f5,dc5f1a7c-56fa-48e5-a873-0c0d853bef73,2b017d87-53a2-43b3-b27d-bbc507ea340b,507b5968-86b7-476e-a83d-a4307622ed57,a9ecfadb-fcc8-495f-aefa-cdd95e1542cc,1d45ff58-d973-4796-9f87-7af992f12ac0,0c047c0f-a1e6-4a82-bc19-aba1943de836,"",6af995b4-c280-46dc-9438-7fd2eeed868d,af4c0d4b-7269-43dd-94bd-6e523564ca5f,343f2d3a-9c85-4358-af88-93f5384a9903,cc3c943b-c2af-4d73-88f1-a59ca577f125
1845-04-01,false,O. H. P. BONNER,MALE,"",O. H. P. BONNER.,MALE,alleged,Milledgeville Federal Union,"","","",25,Milledgeville,US-GA,Milledgeville,US-GA,17a2bde7-44bd-4a0b-bc81-75785f90d3f5,dc5f1a7c-56fa-48e5-a873-0c0d853bef73,2b017d87-53a2-43b3-b27d-bbc507ea340b,507b5968-86b7-476e-a83d-a4307622ed57,a9ecfadb-fcc8-495f-aefa-cdd95e1542cc,1d45ff58-d973-4796-9f87-7af992f12ac0,0c047c0f-a1e6-4a82-bc19-aba1943de836,"",6af995b4-c280-46dc-9438-7fd2eeed868d,af4c0d4b-7269-43dd-94bd-6e523564ca5f,343f2d3a-9c85-4358-af88-93f5384a9903,389bbb24-cace-4eb5-b2c9-841e4cdf763e
1784-10-19,false,"",MALE,"","","","",Connecticut Courant,"","","","", ,US-CT,"","",17a46d5c-d0ed-4b6c-93fe-d6fec4ad2644,"",da57898e-e211-487d-b8a5-fd2a48ca36fa,0fec4015-61a0-4565-b136-56e0822583af,84363092-d624-4791-80ff-89132b760b29,5513ce4e-36fd-4446-82fb-de3c32289aa7,058f8518-cea0-497d-a820-45b38dd6545d,"","","","",""
1784-10-19,false,"","","","","","",Connecticut Courant,"","","","", ,US-CT,"","",17a46d5c-d0ed-4b6c-93fe-d6fec4ad2644,"",da57898e-e211-487d-b8a5-fd2a48ca36fa,0fec4015-61a0-4565-b136-56e0822583af,84363092-d624-4791-80ff-89132b760b29,e7148cf9-f194-48ec-a93d-1e74a00b4a6d,31ae2b14-4a23-441b-bd13-f20c0e121808,"","","","",""
1838-06-23,false,"",MALE,"",L.A. caldwell,MALE,current,The Daily Picayune,"","","",500,New Orleans,US-LA,New Orleans,US-LA,17a4d75f-cd93-4dcd-b293-cbfc58abd9d5,"",c5993adc-4bee-4c12-a104-9bf7119308af,026f5472-34b7-4c69-aff8-9ae5cd62e07a,9cb6ff08-90a3-493d-a10c-cf7a6596e16f,ea2e3042-f13b-4083-bf51-4723d398d31d,4693d0fc-6306-42f0-96f4-acaa3234b9d0,"",db816d7f-1276-4861-9682-4e474699e31f,b5f5290a-1db7-40a0-89c4-8b60a7f40de7,0dbfc2f6-255b-4d67-a52e-d2eb430350b5,be90bf5d-cea6-4339-92a5-e9b1b5433dea
1838-06-23,false,"",MALE,"",L.A. caldwell,MALE,current,The Daily Picayune,"","","",100,New Orleans,US-LA,New Orleans,US-LA,17a4d75f-cd93-4dcd-b293-cbfc58abd9d5,"",c5993adc-4bee-4c12-a104-9bf7119308af,026f5472-34b7-4c69-aff8-9ae5cd62e07a,9cb6ff08-90a3-493d-a10c-cf7a6596e16f,ea2e3042-f13b-4083-bf51-4723d398d31d,4693d0fc-6306-42f0-96f4-acaa3234b9d0,"",db816d7f-1276-4861-9682-4e474699e31f,b5f5290a-1db7-40a0-89c4-8b60a7f40de7,0dbfc2f6-255b-4d67-a52e-d2eb430350b5,d131bf35-078a-45cd-a019-705c67d9c151
1846-07-04,false,W. C. WIlson,MALE,"",W. C. Wilson,MALE,current,The Daily Picayune,"","","",100,New Orleans,US-LA,New Orleans ,US-LA,17a5bdb5-0f42-4103-bba8-c45eb13cdf95,22eae3a3-a94c-4c2d-a84f-387388ced4b1,c5993adc-4bee-4c12-a104-9bf7119308af,026f5472-34b7-4c69-aff8-9ae5cd62e07a,a041362c-c57a-4b6c-9137-d814db4b5a3b,62f72a43-add4-4423-804f-8e775dd85ef3,24c01c4a-c0e0-41f5-b161-1cfd0e011c0a,"",8280bb2c-8211-481d-accb-e27d3a40b922,79860a6e-fc8f-4088-8af5-eae8714a7acf,e7822bd3-847a-4f51-9abb-52a11fa861af,658a48bf-63c5-44d8-b87d-90a67fc975d0
1846-07-04,false,W. C. WIlson,MALE,"",W. C. Wilson,MALE,current,The Daily Picayune,"","","",100,New Orleans,US-LA,New Orleans ,US-LA,17a5bdb5-0f42-4103-bba8-c45eb13cdf95,22eae3a3-a94c-4c2d-a84f-387388ced4b1,c5993adc-4bee-4c12-a104-9bf7119308af,026f5472-34b7-4c69-aff8-9ae5cd62e07a,a041362c-c57a-4b6c-9137-d814db4b5a3b,d7e34800-2a5b-405d-b786-b602f1c262ef,b092ff8a-9f49-46d1-8119-b97f1527f86f,"",e1ce9b1e-0cd0-4496-a63e-bf240192c65d,79860a6e-fc8f-4088-8af5-eae8714a7acf,e7822bd3-847a-4f51-9abb-52a11fa861af,32bbd097-2aca-4495-a9f6-18e5eee7f6cc
1823-05-01,false,"",MALE,true,Mr EDWARD FROT ,MALE,current,Charleston Courier,"","","",100,Charleston,US-SC,"","",17a8ae20-f428-419a-bcc6-109d6f201cdf,"",7d2db9a0-67dc-4356-ad21-02fbd93cbb10,0afd2704-9c29-4f31-9ffe-3627c61e7958,887a6d73-6e3d-446e-9d33-94b04a64dfa2,ab7694b6-cb15-46a1-be1f-985ac722e241,cc5ca162-6f32-410d-a673-760b1ba6b559,1c1a2572-20a9-44a2-8bb4-f7a6cb045b40,1b4e5d91-9ca0-4c9e-bf8c-e9d4a5a316b9,4406fbd7-c271-4330-8c8f-b28dd13ffcd4,239a8c7f-542b-447e-b0d3-1e3c9a7e4515,473f2184-6f85-41ff-a9cf-7171b5fff0fc
1823-05-01,false,"",MALE,true,Mr EDWARD FROT ,MALE,current,Charleston Courier,"","","",25,Charleston,US-SC,"","",17a8ae20-f428-419a-bcc6-109d6f201cdf,"",7d2db9a0-67dc-4356-ad21-02fbd93cbb10,0afd2704-9c29-4f31-9ffe-3627c61e7958,887a6d73-6e3d-446e-9d33-94b04a64dfa2,ab7694b6-cb15-46a1-be1f-985ac722e241,cc5ca162-6f32-410d-a673-760b1ba6b559,1c1a2572-20a9-44a2-8bb4-f7a6cb045b40,1b4e5d91-9ca0-4c9e-bf8c-e9d4a5a316b9,4406fbd7-c271-4330-8c8f-b28dd13ffcd4,239a8c7f-542b-447e-b0d3-1e3c9a7e4515,b6f7cc09-e3d5-4cea-8dd4-987ba8343a5c
1853-01-21,false,"",FEMALE,"",Geo. A. Botts.,MALE,current,The Daily Picayune,"","","",100,New Orleans,US-LA,"","",17aa9d9a-e168-4ba2-bc11-441da04f1bfe,"",c5993adc-4bee-4c12-a104-9bf7119308af,026f5472-34b7-4c69-aff8-9ae5cd62e07a,e3d938a6-b883-4ba0-a07f-3a79904f375f,e34d6946-8d64-4b6c-8f65-5e04d05a77c6,6fa845c4-d51e-42cc-8fb2-f3768630c731,"",154a4c1c-553b-4799-8c84-6ba713312eb3,31299331-1d13-403c-b432-0804950277cb,"",5eddb0ea-503b-4654-98bf-790f0f2dd3dc
1828-08-27,false,Franket,MALE,true,Mr. Husler,MALE,alleged,New-Orleans Argus,"","","","",New Orleans,US-LA,New Orleans,US-LA,17aac59d-59f2-4faa-839e-46002f5b46f9,05eabcfa-53c2-4ce5-888d-28113b3754dc,829b9331-eb8b-4fc6-bc7a-f7830e04547e,026f5472-34b7-4c69-aff8-9ae5cd62e07a,f4f3f52a-b5f0-4035-89eb-439ea07efbf7,a02666c7-59d5-42fa-b4b3-d5c204ddff52,d2c66232-a89c-45d6-895c-915cb1f1b93b,d24693ca-51e3-46ae-b5d0-455726ca67ac,d56296b2-73f5-436b-b9cd-9c2aafc2e120,ef260719-3140-41e1-ac7e-34e12bd0b992,03d13afd-8c73-4275-8010-083d95c25ca0,""
1828-02-22,false,"",FEMALE,"",A. Saures,MALE,current,New-Orleans Argus,"","","",10,New Orleans,US-LA,New Orleans,US-LA,17b03833-df08-4a62-92a3-9d9ea1013de9,"",829b9331-eb8b-4fc6-bc7a-f7830e04547e,026f5472-34b7-4c69-aff8-9ae5cd62e07a,7a016d18-81f1-456e-abbf-5088285aff2f,19d534fd-513f-4879-91a6-786ec3b43052,29bcc5f6-e841-4cf8-bbdf-a4f8688366dc,"",fd084b81-c056-466e-8b00-35185d50f79b,230dece0-32a0-4790-b1a2-9245be3402d1,0dbfc2f6-255b-4d67-a52e-d2eb430350b5,38af30b9-dd80-4550-88ac-03271f381d26
1828-02-22,false,"",FEMALE,"",Mr. Charles Garduer,MALE,former,New-Orleans Argus,"","","",10,New Orleans,US-LA,"","",17b03833-df08-4a62-92a3-9d9ea1013de9,"",829b9331-eb8b-4fc6-bc7a-f7830e04547e,026f5472-34b7-4c69-aff8-9ae5cd62e07a,7a016d18-81f1-456e-abbf-5088285aff2f,19d534fd-513f-4879-91a6-786ec3b43052,29bcc5f6-e841-4cf8-bbdf-a4f8688366dc,"",0b638d9c-70d5-469d-b8cb-75ad02845f33,5e390e4a-5b89-4c38-ac09-8ec2133c63b4,"",38af30b9-dd80-4550-88ac-03271f381d26
1828-02-22,false,"",FEMALE,"",Mr. John Woofolk,MALE,former,New-Orleans Argus,"","","",10,New Orleans,US-LA,"","",17b03833-df08-4a62-92a3-9d9ea1013de9,"",829b9331-eb8b-4fc6-bc7a-f7830e04547e,026f5472-34b7-4c69-aff8-9ae5cd62e07a,7a016d18-81f1-456e-abbf-5088285aff2f,19d534fd-513f-4879-91a6-786ec3b43052,29bcc5f6-e841-4cf8-bbdf-a4f8688366dc,"",5835b0e9-d39e-4c33-893a-e098b1370600,85ade60f-6f8a-4678-b987-01423b4f1456,"",38af30b9-dd80-4550-88ac-03271f381d26
1854-02-21,false,"","","","","","",Atlantic,"","","","",New Bern,US-NC,"","",17b24d34-82aa-4d91-b4ed-00c78e847c8e,"",19eb7da6-afde-490a-90e2-f1c301475770,dd5bcbe8-6037-4b3b-abf5-be06930dd8a2,"","","","","","","",""
1832-10-15,false,J. Bates Jr.,MALE,"",Archibald Crawford,MALE,current,Mobile Register,"","","","",Mobile,US-AL,"",US-FL,17b62d41-5e92-4e6c-b31c-c4b8d5d7e6a5,df25fab1-f934-498a-9f33-04ff335c34cb,a188a49b-a0e3-41a1-ad11-5ddef61961d0,06634f71-ced3-4e24-a2f9-bb75a0739262,313a69ec-4a50-4903-8f2d-a345cf2e7bea,155b1059-d15c-4897-aa4e-dea082208bec,d5ec8ef3-f094-437d-b927-2303cbf87c0c,"",a58fba0b-b66b-4b0b-a1b5-2e55f1aef5c8,915a9aa7-7adf-4662-8d4e-e8200b6f945c,574f7587-8acc-47f3-8db2-e9f5f35625bd,""
1832-10-15,false,J. Bates Jr.,MALE,"",Archibald Crawford ,MALE,current,Mobile Register,"","","","",Mobile,US-AL,"",US-FL,17b62d41-5e92-4e6c-b31c-c4b8d5d7e6a5,df25fab1-f934-498a-9f33-04ff335c34cb,a188a49b-a0e3-41a1-ad11-5ddef61961d0,06634f71-ced3-4e24-a2f9-bb75a0739262,607b3c71-62c4-4763-9037-1d877cb3b396,cb10c60b-8c70-4e13-98f0-bfa4ee684343,242be5e7-48f2-40d1-a9c8-d765aea38fb6,"",ff0e4887-c479-402f-812c-db271d387963,fe0ff089-6d83-4b1a-a569-409a14bf5523,9c57a288-5259-4519-b327-29170a10b3a2,""
1827-12-01,false,"","","","","","",Mobile Commercial Register,"","","","",Mobile,US-AL,"","",17b954b0-c4b8-49ff-9c60-307297aaff73,"",b50356a8-6e0c-4638-a0e7-550422679088,06634f71-ced3-4e24-a2f9-bb75a0739262,"","","","","","","",""
1806-02-18,false,"","","","","","",Wilmington Gazette,"","","","",Wilmington,US-NC,"","",17bb6ca8-1a30-4a7c-a5a4-4fdcee15a3c3,"",f48bd220-415c-4861-a7ce-7ae5dc232a03,7797117f-9db2-48a0-b76e-05b59e0303a8,"","","","","","","",""
1836-11-22,false,Martin Nali ,MALE,"",Mr. Taylor of Alabama,MALE,current,Milledgeville Federal Union,"",false,"","",Milledgeville,US-GA,"","",17bc46e2-9fa5-41e7-80a1-6b419b37a321,0199d77a-9e2e-4978-aabf-b3cda090841c,2b017d87-53a2-43b3-b27d-bbc507ea340b,507b5968-86b7-476e-a83d-a4307622ed57,cb41cca6-d612-459a-afe6-849345390613,a2cef04f-9e25-469e-861c-e41eccee20f5,3ebef34a-edc2-4abf-be39-460ddf703501,"",ed310145-b950-4b95-869e-2ce47ccc7470,963f0b75-398a-4f6b-a3e6-9d43ebf5f03c,"",""
1836-03-07,false,"",MALE,"",E.L. R****,NOT_PROVIDED,current,Charleston Mercury,"","","",50,Charleston,US-SC,Charlestown,US-SC,17be54bb-d516-4095-9f41-f58b4412407c,"",12d38785-dfdf-4dbc-a9c6-3ccb0e8d6448,0afd2704-9c29-4f31-9ffe-3627c61e7958,4047db4c-aea2-4289-b404-8b38a546e956,87768141-b570-41bd-8fe9-058bbbecbd49,4ee2d947-23ca-4b91-ad6c-3b4844a678fd,"",82b94f13-af1a-4cbf-a68b-ed4278bc1f41,5223a0eb-dd8c-4286-89f2-cb1f5f497358,24e2071a-a68c-4a5d-b33c-f15fe908098a,f4c81b94-8de1-49d2-b965-172427bc0f6d
1822-06-04,false,"","","","","","",Western Carolinian,"","","","",Salisbury,US-NC,"","",17bf536d-4b7d-46d2-860d-33075957413c,"",cbd8c9a9-4a1b-4f71-b1fe-fea4a8d6f9c8,1ed349d8-54a9-480d-ab87-d11ac3fd32f6,"","","","","","","",""
1829-08-19,false,"",NOT_PROVIDED,"",Chaplin,NOT_PROVIDED,estate,Charleston Mercury,"","","","",Charleston,US-SC,"","",17c1ac30-3c67-4897-b29e-e8d446b9214d,"",12d38785-dfdf-4dbc-a9c6-3ccb0e8d6448,0afd2704-9c29-4f31-9ffe-3627c61e7958,b733b051-0c63-4819-a753-4fdb0b39a293,9e197f2c-a318-4da4-a5c5-c16ce1a3d268,daa1e12c-5a47-4dc1-891c-f0582c8fbaca,"",2a08d428-d07d-4145-b00f-184c2059cc88,01d870ce-cce2-4375-add5-8ad4ad5ba3f3,"",""
1829-08-19,false,"",FEMALE,"",Chaplin,NOT_PROVIDED,estate,Charleston Mercury,"","","",40,Charleston,US-SC,"","",17c1ac30-3c67-4897-b29e-e8d446b9214d,"",12d38785-dfdf-4dbc-a9c6-3ccb0e8d6448,0afd2704-9c29-4f31-9ffe-3627c61e7958,b733b051-0c63-4819-a753-4fdb0b39a293,7b1326c5-d716-4dc7-a381-56b9926d18b0,b469b727-529d-4689-a625-68bdaedce5c4,"",b2176860-a3cc-4587-9ad6-71134aa6547c,01d870ce-cce2-4375-add5-8ad4ad5ba3f3,"",b1fb567c-d6ba-414c-a97f-cfdfdf430be1
1829-08-19,false,"",MALE,"",Chaplin,NOT_PROVIDED,estate,Charleston Mercury,"","","","",Charleston,US-SC,"","",17c1ac30-3c67-4897-b29e-e8d446b9214d,"",12d38785-dfdf-4dbc-a9c6-3ccb0e8d6448,0afd2704-9c29-4f31-9ffe-3627c61e7958,b733b051-0c63-4819-a753-4fdb0b39a293,399c6d2c-2db8-48dc-aa69-eb5bbd80a60a,3fb43ffc-cdfc-4dd9-b815-1247e2b80136,"",0f14d1d2-7528-4125-b844-019ecad9b03a,01d870ce-cce2-4375-add5-8ad4ad5ba3f3,"",""
